Local authority name,Local authority code,Local authority website URL,Service name,Service URL,Operator name,Operator URL,Catalogue URL,Android app URL,iOS app URL,Email,Phone,New member URL,Libraries URL,Mobile libraries URL,Home service URL,Computer access URL,Wifi access URL,Fees and charges URL,Child fine,Adult fine,Fine interval,Fine notes,Fine free URL,Childrens service URL,Instagram name,Facebook page name,Twitter handle,YouTube ID,Flickr ID,Events URL,Eventbrite ID,Google calendar ID,Blog URL,Blog RSS feed,News URL,News signup URL,News RSS feed,Podcast name,Podcast URL,Podcast RSS feed,Borrowbox ID,Borrowbox offer,Overdrive name,Overdrive offer,RBDigital name,RBDigital offer,cloudLibrary name,cloudLibrary offer,uLibrary name,uLibrary offer,Ebook info URL,Audiobook info URL,Emagazines info URL,Ebook supplier,Ebook URL,Audiobook supplier,Audiobook URL,Library management system supplier,Library management system,Online catalogue system,Events,Time to read library,Library notification,Services,Green library
Telford and Wrekin,E06000020,,,https://www.telford.gov.uk/libraries,,,https://library.telford.gov.uk/,,,libraryenquiries@telford.gov.uk,,http://www.telford.gov.uk/info/1012/libraries/3/joining_the_library,http://www.telford.gov.uk/info/20406/find_a_library,,https://www.telford.gov.uk/info/20406/find_a_library/3443/home_library_service,https://www.telford.gov.uk/info/20413/library_services_-_information_help_and_support/605/library_computers,https://www.telford.gov.uk/info/20413/library_services_-_information_help_and_support/605/library_computers,https://www.telford.gov.uk/info/20413/library_services_-_information_help_and_support/434/library_fees_and_charges,£0.20,£0.20,Day,Overdue charges suspended,,https://www.telford.gov.uk/info/20412/children_and_young_people,,telfordlibs,telfordlibs,,,https://www.eventbrite.co.uk/o/telford-amp-wrekin-libraries-10043874392,telford-amp-wrekin-libraries-10043874392,,,,https://newsroom.telford.gov.uk/,,,,,,,,,,,,,,,,,,,Overdrive,https://telford.overdrive.com/,Overdrive,https://telford.overdrive.com/,Axiell,OpenGalaxy,Arena,,,,,checked
Thurrock,E06000034,,,https://www.thurrock.gov.uk/libraries,,,https://librarycatalogue.essex.gov.uk/,,,,,https://www.thurrock.gov.uk/join-library/joining-library,https://www.thurrock.gov.uk/find-a-library,,https://www.thurrock.gov.uk/whats-in-your-library/library-services-for-disabled-people,https://www.thurrock.gov.uk/whats-in-your-library/computers-and-internet-in-library,https://www.thurrock.gov.uk/whats-in-your-library/computers-and-internet-in-library,https://www.thurrock.gov.uk/library-fees-and-charges/library-item-charges,£0.00,£0.30,Day,,,https://www.thurrock.gov.uk/group-and-school-visits-to-libraries/school-visits,,,thurrocklibrary,,,https://www.thurrock.gov.uk/whats-on-at-your-library/adult-reading-groups,,,,,https://www.thurrock.gov.uk/news/1727/what's-on-at-your-library,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=1343,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=1343,SirsiDynix,Symphony,Enterprise,,,,,
Torbay,E06000027,,,https://www.torbaylibraries.org.uk,,,https://www.torbaylibraries.org.uk/web/arena/catalogue,,,info@librariesunlimited.org.uk,01884 824546,https://www.torbaylibraries.org.uk/web/arena/join-us,https://www.torbaylibraries.org.uk/web/arena/ourlibraries,,https://www.torbaylibraries.org.uk/web/arena/booksonwheels,https://www.torbaylibraries.org.uk/web/arena/discover-computersandit,https://www.torbaylibraries.org.uk/web/arena/discover-computersandit,https://www.torbaylibraries.org.uk/web/arena/discover-feesandcharges,£0.00,£0.30,Day,,,https://www.torbaylibraries.org.uk/web/arena/children,librariesunlimited,Torbaylibraries,TorbayLibraries,,,https://www.torbaylibraries.org.uk/web/arena/events,,,,,,https://librariesunlimited.us15.list-manage.com/subscribe?u=811050354a44a20975f9f9be1&id=c54b5ce01f,,,,,,,,,,,,,,,,,,Overdrive,https://librariesunlimited.overdrive.com,RBDigital,https://torbay.rbdigitalglobal.com/,Axiell,OpenGalaxy,Arena,,,,,
Torfaen,W06000020,,,https://www.torfaen.gov.uk/en/Libraries/Libraries.aspx,,,https://wales.ent.sirsidynix.net.uk/client/en_GB/tor_en,https://play.google.com/store/apps/details?id=uk.co.solus.LlyfrgelloeddCymru,https://apps.apple.com/us/app/id1528016233,cwmbran.library@torfaen.gov.uk,01633 647676,https://www.torfaen.gov.uk/en/Libraries/Libraries-howtojoin/How-do-I-join.aspx,https://www.torfaen.gov.uk/en/Libraries/Libraries-mobilelibraryservice/Torfaen-Libraries.aspx,,https://www.torfaen.gov.uk/en/Libraries/SupportingReaders/Libraries-houseboundservice/Library-at-Home-Service.aspx,https://www.torfaen.gov.uk/en/Libraries/Libraries-computersandinternetfacilities/Computer-Booking-System.aspx,,https://www.torfaen.gov.uk/en/Libraries/Librarycharges/Library-Charges.aspx,£0.05,£0.10,Day,,,https://www.torfaen.gov.uk/en/Libraries/Libraries-childrenandyoungpeoplesservices/ChildrenAndYoungPeople.aspx,,TorfaenLibraries,torfaenlibrary,,,,,,http://torfaenlibraryservice.blogspot.com/,https://torfaenlibraryservice.blogspot.com/feeds/posts/default,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5633,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5633,SirsiDynix,Symphony,Portfolio,,,,,
Tower Hamlets,E09000030,,,https://www.towerhamlets.gov.uk/lgnl/leisure_and_culture/libraries/libraries.aspx,,,https://llc.ent.sirsidynix.net.uk/client/en_GB/tower-hamlets,https://play.google.com/store/apps/details?id=uk.co.solus.TowerHamletsLibraries,https://apps.apple.com/us/app/idea-store-towerhamlets-libs/id1022368332,ideastore@towerhamlets.gov.uk,0333 370 4700,https://llc.ent.sirsidynix.net.uk/client/en_GB/tower-hamlets/?rm=JOIN+THE+LIBRA2%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://www.ideastore.co.uk/about-us-idea-store-opening-times,,,https://www.ideastore.co.uk/about-us-using-a-computer-in-idea-store,https://www.ideastore.co.uk/about-us-using-a-computer-in-idea-store,https://www.ideastore.co.uk/about-us-library-charges-fines,£0.00,£0.00,,,,https://www.ideastore.co.uk/children-families,,ideastores,ideastores,,,https://www.ideastore.co.uk/local-history-whats-on,,,,,,,,,,,,,,,,,,,,,,,,Overdrive,https://llc.overdrive.com/,RBDigital,https://llc.rbdigitalglobal.com/discovery/eaudio,SirsiDynix,Symphony,Enterprise,,,,,
Trafford,E08000009,,,https://www.trafford.gov.uk/residents/leisure-and-lifestyle/libraries/libraries.aspx,,,https://trafford.spydus.co.uk,,,libraries@trafford.gov.uk,0161 912 3189,https://www.trafford.gov.uk/residents/leisure-and-lifestyle/libraries/how-to-join-the-library.aspx,https://www.trafford.gov.uk/residents/leisure-and-lifestyle/libraries/libraries-in-trafford/libraries-in-trafford.aspx,,https://www.trafford.gov.uk/residents/leisure-and-lifestyle/libraries/home-library-service.aspx,https://www.trafford.gov.uk/residents/leisure-and-lifestyle/libraries/computer-and-internet-access.aspx,https://www.trafford.gov.uk/residents/leisure-and-lifestyle/libraries/print-and-use-wi-fi.aspx,https://www.trafford.gov.uk/residents/leisure-and-lifestyle/libraries/library-charges.aspx,£0.00,£0.00,,,,https://www.trafford.gov.uk/residents/leisure-and-lifestyle/libraries/childrens-services.aspx,,Trafford-Libraries,TraffLibraries,,,https://www.trafford.gov.uk/residents/leisure-and-lifestyle/libraries/whats-on.aspx,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5618,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5618,Civica,Spydus,Spydus,,checked,,,checked
Vale of Glamorgan,W06000014,,,https://www.valeofglamorgan.gov.uk/en/enjoying/Libraries/Libraries.aspx,,,https://wales.ent.sirsidynix.net.uk/client/en_GB/vog_en,https://play.google.com/store/apps/details?id=uk.co.solus.LlyfrgelloeddCymru,https://apps.apple.com/us/app/id1528016233,,,https://www.valeofglamorgan.gov.uk/en/enjoying/Libraries/Join-Your-Local-Library.aspx,https://www.valeofglamorgan.gov.uk/en/enjoying/Libraries/Find-Your-Local-Library.aspx,,https://www.valeofglamorgan.gov.uk/en/enjoying/Libraries/The-Home-Library-Service.aspx,https://www.valeofglamorgan.gov.uk/en/enjoying/Libraries/Find-Your-Local-Library.aspx,,https://www.valeofglamorgan.gov.uk/en/enjoying/Libraries/Fees-and-Charges.aspx,£0.60,£0.60,Week,,,https://www.valeofglamorgan.gov.uk/en/enjoying/Libraries/childrens_libraries/Childrens-Libraries.aspx,,VoGLibraries,VOGLibraries,,,https://www.valeofglamorgan.gov.uk/en/enjoying/Libraries/Classes-and-Events.aspx,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4110,RBDigital,https://valeofglamorgan.rbdigitalglobal.com/,SirsiDynix,Symphony,Portfolio,,,,,
Wakefield,E08000036,,,https://www.wakefield.gov.uk/libraries-and-local-history,,,https://libraries.wakefield.gov.uk/web/arena,https://play.google.com/store/apps/details?id=uk.co.solus.WakefieldLibraries,https://itunes.apple.com/us/app/wakefield-libraries/id1067343417,lib.admin@wakefield.gov.uk,01924 302210,https://www.wakefield.gov.uk/libraries-and-local-history/joining-the-library,https://www.wakefield.gov.uk/libraries-and-local-history/your-local-library,https://www.wakefield.gov.uk/libraries-and-local-history/your-local-library/mobile-library-service,https://www.wakefield.gov.uk/libraries-and-local-history/your-local-library/mobile-library-service,http://netloan.wakefield.gov.uk/netloan/Login.aspx,,https://www.wakefield.gov.uk/libraries-and-local-history/how-to-use-the-library/fees-and-charges,£0.00,£0.00,,,,https://www.wakefield.gov.uk/libraries-and-local-history/what-we-do/children-and-young-people,wflibraries,Wakefield-Libraries,WFlibraries,,,https://www.wakefield.gov.uk/libraries-and-local-history/library-events,,,https://wakefieldlibraries.wordpress.com/,https://wakefieldlibraries.wordpress.com/feed/,,,,,,,,,,,,,,,,,,,,RBDigital,https://wakefield.rbdigitalglobal.com/,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6403,Axiell,OpenGalaxy,Arena,,,,,checked
Walsall,E08000030,,,https://go.walsall.gov.uk/walsalllibraries,,,https://prism.librarymanagementcloud.co.uk/walsall,,,infoexpress@walsall.gov.uk,01922 654000,https://prism.librarymanagementcloud.co.uk/walsall/join,http://lovelibrarieswalsall.co.uk/find-a-library/,http://lovelibrarieswalsall.co.uk/locations/mobile-library-services/,http://lovelibrarieswalsall.co.uk/adults/home-library/home-library-service/,http://lovelibrarieswalsall.co.uk/joining/using-our-computers/,,https://go.walsall.gov.uk/walsall-libraries/resources/fees-and-charges,£0.00,£0.16,Day,,,http://lovelibrarieswalsall.co.uk/joining/join-the-library-kids/,,Love-Walsall-Libraries-121539417893620,walsalllibrary,,,http://lovelibrarieswalsall.co.uk/whats-on/,,,,,,,,Driven By Words,https://soundcloud.com/user-989684580,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6425,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6425,Capita,Alto,Prism,,,,,
Waltham Forest,E09000031,,,https://www.walthamforest.gov.uk/service-categories/libraries,,,https://llc.ent.sirsidynix.net.uk/client/en_GB/walthamforest,https://play.google.com/store/apps/details?id=uk.co.solus.LLC,https://apps.apple.com/us/app/my-library-app/id1475794558,libraries.support@walthamforest.gov.uk,,https://llc.ent.sirsidynix.net.uk/client/en_GB/walthamforest/?rm=JOIN+THE+LIBRA2%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://www.walthamforest.gov.uk/service-categories/waltham-forest-libraries,,https://llc.ent.sirsidynix.net.uk/client/en_GB/walthamforest/?rm=HOME+LIBRARY+S0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://llc.ent.sirsidynix.net.uk/client/en_GB/walthamforest/?rm=GET+ONLINE0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://llc.ent.sirsidynix.net.uk/client/en_GB/walthamforest/?rm=GET+ONLINE0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,https://walthamforest.mylibrary.digital/digital-content/libraries/borrowing-information-library-charges/fees-charges,£0.46,£0.46,Day,,,https://llc.ent.sirsidynix.net.uk/client/en_GB/walthamforest/?rm=CHILDREN+RESOU0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,,,,,,https://llc.ent.sirsidynix.net.uk/client/en_GB/walthamforest/?rm=WHAT%27S+ON0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,creativitea-17893430329,,,,,,,,,,,,,,,,,,,,,,,Overdrive,https://llc.overdrive.com,RBDigital,https://llc.rbdigitalglobal.com,SirsiDynix,Symphony,Enterprise,,,,,
Wandsworth,E09000032,,,https://www.wandsworth.gov.uk/libraries/,,,https://prism.librarymanagementcloud.co.uk/wandsworth,https://play.google.com/store/apps/details?id=uk.co.solus.WandsworthLibraries,https://itunes.apple.com/gb/app/wandsworth-libraries/id976185282,wandsworthtown.library@gll.org,020 8877 1742,https://www.wandsworth.gov.uk/leisure-and-culture/libraries/join-a-library/,https://www.wandsworth.gov.uk/leisure-and-culture/libraries/our-libraries/,,https://www.wandsworth.gov.uk/leisure-and-culture/libraries/home-delivery-library-service/,https://wandsworth.imil.uk/Account/LogOn,,https://www.wandsworth.gov.uk/leisure-and-culture/libraries/our-libraries/#,£0.00,£0.35,Day,,,,,,wandsworthlibs,,,https://www.better.org.uk/whats-on-in-wandsworths-libraries,,,,,,,,,,,,,,,,,,,,,,,,Overdrive,https://glllibraries.overdrive.com,Overdrive,https://wandsworth.rbdigitalglobal.com,Capita,Alto,Prism,,,,,checked
Warrington,E06000007,,,https://livewirewarrington.co.uk/library,,,https://libonline.livewirewarrington.co.uk,,,library@livewirewarrington.org,01925 442889,https://livewirewarrington.co.uk/library/using-livewire-libraries/how-do-i-join-the-library,https://livewirewarrington.co.uk/library/using-livewire-libraries/find-a-library,,https://livewirewarrington.co.uk/library/using-livewire-libraries/find-a-library,https://livewirewarrington.co.uk/library/computers/using-computers,https://livewirewarrington.co.uk/library/computers/wifi,https://livewirewarrington.co.uk/library/our-libraries/using-libraries-services/,£0.14,£0.14,Day,,,https://livewirewarrington.co.uk/library/children-young-people,,WarringtonLibs,WarringtonLibs,,,https://livewirewarrington.co.uk/library/using-livewire-libraries/regular-library-events,,,,,,,,,,,,,,,,,,,,,,,,RBDigital,https://warrington.rbdigitalglobal.com/,RBDigital,http://warrington.rbdigitalglobal.com/,PTFS Europe,Koha,Koha,,checked,,,
Warwickshire,E10000031,,,https://www.warwickshire.gov.uk/libraries,,,https://library.warwickshire.gov.uk,https://play.google.com/store/apps/details?id=com.infor.libraries.iguana.mobile,https://itunes.apple.com/gb/app/iguana-library/id980554100,libraryenquiryteam@warwickshire.gov.uk,01926499273,https://www.warwickshire.gov.uk/jointhelibrary,https://www.warwickshire.gov.uk/findalibrary,https://www.warwickshire.gov.uk/mobilelibraries,https://www.warwickshire.gov.uk/homelibraryservice,https://www.warwickshire.gov.uk/computersandinternet,https://www.warwickshire.gov.uk/libraries-leisure/computers-internet-libraries/2?documentId=443&categoryId=20096,https://www.warwickshire.gov.uk/librarycostsandfines,£0.18,£0.18,Day,,,https://www.warwickshire.gov.uk/childrenunderfive,warwickshire_libraries,warwickshirelibraries,warkslibraries,,,https://www.eventbrite.co.uk/o/warwickshire-library-amp-information-service-2002990469,warwickshire-library-amp-information-service-2002990469,,https://librariesblog.warwickshire.gov.uk,https://librariesblog.warwickshire.gov.uk/feed/,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6404,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6404,Infor,V-Smart,Iguana,Library Chat,,,,checked
West Berkshire,E06000037,,,http://info.westberks.gov.uk/libraries,,,https://westberks.spydus.co.uk,,,library@westberks.gov.uk﻿,01635 519900,https://westberks.spydus.co.uk,http://info.westberks.gov.uk/index.aspx?articleid=35186,http://info.westberks.gov.uk/mobilelibraries,http://info.westberks.gov.uk/mobilelibraries,http://info.westberks.gov.uk/35216,http://info.westberks.gov.uk/35216,http://info.westberks.gov.uk/35213,£0.25,£0.25,Day,,,,wberkslibraries,WBerksLibraries,WBerksLibraries,,,http://info.westberks.gov.uk/35205,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=3923,Overdrive,https://westberks.overdrive.com,Civica,Spydus,Spydus,,,,,
West Dunbartonshire,S12000039,,,https://www.west-dunbarton.gov.uk/libraries/,,,https://wd.ent.sirsidynix.net.uk/client/en_GB/wd,,,library.headquarters@west-dunbarton.gov.uk,,https://www.west-dunbarton.gov.uk/libraries/using-the-library/join-a-library/,https://www.west-dunbarton.gov.uk/libraries/library-branches/,https://www.west-dunbarton.gov.uk/libraries/mobile-housebound-services/mobile-library-service/,https://www.west-dunbarton.gov.uk/libraries/mobile-housebound-services/housebound-library-service/,https://www.west-dunbarton.gov.uk/libraries/using-the-library/booking-a-library-computer/,https://www.west-dunbarton.gov.uk/libraries/using-the-library/booking-a-library-computer/,https://www.west-dunbarton.gov.uk/libraries/using-the-library/libraries-charges/,£0.00,£0.00,,,,https://www.west-dunbarton.gov.uk/libraries/libraries-for-children-and-babies/,,wdclibraries,wdclibraries,,,https://www.west-dunbarton.gov.uk/libraries/whats-on-in-libraries/,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6377,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6377,SirsiDynix,Symphony,Enterprise,,,,,checked
West Lothian,S12000040,,,https://www.westlothian.gov.uk/libraries,,,https://wlcls.ent.sirsidynix.net.uk/client/en_GB/default,https://play.google.com/store/apps/details?id=sirsidynix.bookmyne,https://apps.apple.com/us/app/bookmyne/id350625461,library.info@westlothian.gov.uk,01506 280000,https://www.westlothian.gov.uk/article/33637/Library-membership,https://www.westlothian.gov.uk/your-library,,https://www.westlothian.gov.uk/article/30906/Homebound-service,https://www.westlothian.gov.uk/article/33640/Computers-and-WiFi,https://www.westlothian.gov.uk/article/33640/Computers-and-WiFi,https://www.westlothian.gov.uk/article/33643/General-Information-and-Enquiries,£0.00,£0.00,,,,https://www.westlothian.gov.uk/children-and-young-people,,,,,,https://www.westlothian.gov.uk/booksandreading,,,,,https://www.westlothian.gov.uk/article/33642/Libraries-News-,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5673,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5673,SirsiDynix,Symphony,Portfolio,,,,,
West Northamptonshire,E06000062,,,https://www.northamptonshire.gov.uk/councilservices/library-service/Pages/default.aspx,,,https://www.librarycatalogue.northamptonshire.gov.uk/,https://play.google.com/store/apps/details?id=uk.co.solus.NorthamptonshireLibraries,https://apps.apple.com/gb/app/northamptonshire-libraries/id1054489011,centlib@firstforwellbeing.co.uk,,,https://www.northamptonshire.gov.uk/councilservices/library-service/visiting-your-library/list-of-libraries/Pages/default.aspx,,https://www.northamptonshire.gov.uk/councilservices/library-service/visiting-your-library/Pages/library-from-home.aspx,https://www.northamptonshire.gov.uk/councilservices/library-service/visiting-your-library/Pages/computers-internet-and-wi-fi.aspx,https://www.northamptonshire.gov.uk/councilservices/library-service/visiting-your-library/Pages/computers-internet-and-wi-fi.aspx,https://www.westnorthants.gov.uk/visiting-library/library-fees-and-charges,£0.05,£0.35,Day,,,https://www.northamptonshire.gov.uk/councilservices/library-service/children-and-families/Pages/default.aspx,northantslibraries,northamptonshirecentrallibrary,northamptonshirecentrallibrary,,,https://www.northamptonshire.gov.uk/councilservices/library-service/Pages/library-events.aspx,,,,,,https://northamptonshire.us10.list-manage.com/subscribe?u=74624e3569728e46cc9c5adc9&id=3cae3e5ce7,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5230,Overdrive,https://northamptonshire.overdrive.com/,Axiell,OpenGalaxy,Arena,,,,,
